ID,Studies,Publication title,Reference,Publication year,Replicates,Region,Country,Climate,Latitude (N positive; S negative),Longitude (E positive; W negative),Annual average precipitation (mm),Annual average temperature,Sand (%),Silt (%),Clay (%),Soil Organic Carbon (%),Nitrogen content (%),H2O_pH,EF (%),N rate (kg N/ha),Ecosystem
2657,351,"Nitrous oxide flues from grassland in the Netherlands: II. Effects of soil type, nitrogen fertilizer application and grazing",Velthof et al.,1995,3,Europe,Netherlands,Temperate,52.50,5.50,960,10.6,NA,NA,29.5,2.7,0.24,8,1.407942238,277,Grassland
2658,351,"Nitrous oxide flues from grassland in the Netherlands: II. Effects of soil type, nitrogen fertilizer application and grazing",Velthof et al.,1995,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.4,na,1.63,6.1,2.330827068,266,Grassland
2659,351,"Nitrous oxide flues from grassland in the Netherlands: II. Effects of soil type, nitrogen fertilizer application and grazing",Velthof et al.,1995,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.7,na,1.86,5.8,3.850931677,161,Grassland
2660,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.43,6.23,930,10.3,NA,NA,5.1,3,0.25,6.6,0.607028754,313,Grassland
2661,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.43,6.23,930,10.3,NA,NA,5.1,3,0.25,6.6,0.820995962,743,Grassland
2662,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.43,6.23,930,10.3,NA,NA,5.1,3,0.25,6.6,1.320754717,424,Grassland
2663,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.43,6.23,930,10.3,NA,NA,5.1,3,0.25,6.6,1.680440771,726,Grassland
2664,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.50,5.50,960,10.6,NA,NA,29.5,2.7,0.24,8,1.444043321,277,Grassland
2665,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.50,5.50,960,10.6,NA,NA,29.5,2.7,0.24,8,1.723518851,557,Grassland
2666,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.50,5.50,960,10.6,NA,NA,29.5,2.7,0.24,8,0.479452055,438,Grassland
2667,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.50,5.50,960,10.6,NA,NA,29.5,2.7,0.24,8,2.134062927,731,Grassland
2668,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.4,na,1.63,6.1,2.209737828,267,Grassland
2669,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.4,na,1.63,6.1,1.880998081,521,Grassland
2670,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.4,na,1.63,6.1,1.681034483,464,Grassland
2671,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.4,na,1.63,6.1,2.173913043,713,Grassland
2672,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.7,na,1.86,5.8,4.534161491,161,Grassland
2673,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.7,na,1.86,5.8,6.507042254,355,Grassland
2674,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.7,na,1.86,5.8,3.622291022,323,Grassland
2675,352,Seasonal variations in nitrous oxide losses from managed grasslands in the Netherlands,Velthof et al.,1996,3,Europe,Netherlands,Temperate,52.13,4.80,855,10.6,NA,NA,28.7,na,1.86,5.8,6.764705882,544,Grassland
2676,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,5.2,80,Grassland
2677,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,0.2,80,Grassland
2678,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,5.2,80,Grassland
2679,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,8.3,80,Grassland
2680,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,1,80,Grassland
2681,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,0.7,80,Grassland
2682,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,12,80,Grassland
2683,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,0.588,50,Grassland
2684,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,1.176,100,Grassland
2685,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,1.19,150,Grassland
2686,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,2.3085,200,Grassland
2687,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,4,Europe,Netherlands,Temperate,52.00,6.17,783,9.4,NA,NA,5,2.7,0.18,5.9,3.100333333,300,Grassland
2688,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,6,Europe,Netherlands,Temperate,52.83,5.80,700,10.6,NA,NA,29.5,2.7,0.24,8,0.400454545,220,Grassland
2689,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,6,Europe,Netherlands,Temperate,52.83,5.80,700,10.6,NA,NA,29.5,2.7,0.24,8,0.472272727,440,Grassland
2690,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,6,Europe,Netherlands,Temperate,52.83,5.80,700,10.6,NA,NA,29.5,2.7,0.24,8,0.428636364,660,Grassland
2691,353,Effect of type and amount of applied fertilizer on nitrous oxide föuxes from intensively managed grassland,Velthof et al.,1997,6,Europe,Netherlands,Temperate,52.83,5.80,700,10.6,NA,NA,29.5,2.7,0.24,8,0.477386364,880,Grassland
2692,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,0.6,150,Grassland
2693,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,0.266666667,300,Grassland
2694,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,1.866666667,150,Grassland
2695,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,0.4,300,Grassland
2696,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,0.733333333,150,Grassland
2697,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,0.6,300,Grassland
2698,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,-1.4,150,Grassland
2699,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,1.2,300,Grassland
2700,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,-0.933333333,150,Grassland
2701,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,52.43,6.22,852,10.3,NA,NA,NA,2.21,0.13,6.8,0.333333333,300,Grassland
2702,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,2.4,150,Grassland
2703,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,1.7,300,Grassland
2704,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,1.533333333,150,Grassland
2705,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,0.366666667,300,Grassland
2706,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,0.133333333,150,Grassland
2707,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,0.133333333,300,Grassland
2708,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,0.133333333,150,Grassland
2709,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,0.266666667,300,Grassland
2710,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,1.333333333,150,Grassland
2711,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,51.30,5.60,848,11,NA,NA,NA,2.36,0.12,7,0.8,300,Grassland
2712,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,1.6,150,Grassland
2713,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,0.633333333,300,Grassland
2714,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,3.666666667,150,Grassland
2715,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,0.966666667,300,Grassland
2716,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,-1.133333333,150,Grassland
2717,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,-0.633333333,300,Grassland
2718,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,0.733333333,150,Grassland
2719,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,0.7,300,Grassland
2720,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,-3.066666667,150,Grassland
2721,354,"Method and timing of grassland renovation affects herbage yield, nitrate leaching, and nitrous oxide emission in intensively managed grasslands",Velthof et al.,2010,2,Europe,Netherlands,Temperate,53.17,5.80,851,10.3,NA,NA,NA,3.77,0.34,7.5,-2.366666667,300,Grassland
2722,355,Nitrogen oxide gas emissions from temperate forest soils receiving long-term nitrogen inputs,"Venterea et al., 2003",2003,3,North America,USA,Temperate,42.50,-72.17,1071,6.62,NA,NA,NA,19.4,0.8,3.5,-0.00273828,50,Forest 
2723,355,Nitrogen oxide gas emissions from temperate forest soils receiving long-term nitrogen inputs,"Venterea et al., 2003",2003,3,North America,USA,Temperate,42.50,-72.17,1071,6.62,NA,NA,NA,19.4,0.8,3,0.009690688,150,Forest 
2724,355,Nitrogen oxide gas emissions from temperate forest soils receiving long-term nitrogen inputs,"Venterea et al., 2003",2003,3,North America,USA,Temperate,42.50,-72.17,1071,6.62,NA,NA,NA,19.4,0.8,3.5,0.003672216,50,Forest 
2725,355,Nitrogen oxide gas emissions from temperate forest soils receiving long-term nitrogen inputs,"Venterea et al., 2003",2003,3,North America,USA,Temperate,42.50,-72.17,1071,6.62,NA,NA,NA,19.4,0.8,3,0.00695499,150,Forest 
2726,355,Nitrogen oxide gas emissions from temperate forest soils receiving long-term nitrogen inputs,"Venterea et al., 2003",2003,3,North America,USA,Temperate,42.50,-72.17,1071,6.62,NA,NA,NA,26.8,1.11,2.9,0.039556032,50,Forest 
2727,355,Nitrogen oxide gas emissions from temperate forest soils receiving long-term nitrogen inputs,"Venterea et al., 2003",2003,3,North America,USA,Temperate,42.50,-72.17,1071,6.62,NA,NA,NA,26.8,1.11,2.8,0.016649088,150,Forest 
2728,355,Nitrogen oxide gas emissions from temperate forest soils receiving long-term nitrogen inputs,"Venterea et al., 2003",2003,3,North America,USA,Temperate,42.50,-72.17,1071,6.62,NA,NA,NA,26.8,1.11,2.9,0.027268416,50,Forest 
2729,355,Nitrogen oxide gas emissions from temperate forest soils receiving long-term nitrogen inputs,"Venterea et al., 2003",2003,3,North America,USA,Temperate,42.50,-72.17,1071,6.62,NA,NA,NA,26.8,1.11,2.8,0.017600952,150,Forest 
2730,356,To burn or not to burn: The questration of straw burning and nitrogen fertilization effect on nitrous oxide emission in sugracane,Vera et al. 2017,2017,3,South America,Argentina,Subtropical,-27.05,-65.42,1324,18.7,NA,NA,NA,1.5,0.14,5.9,0.934727273,110,Cropland
2731,356,To burn or not to burn: The questration of straw burning and nitrogen fertilization effect on nitrous oxide emission in sugracane,Vera et al. 2017,2017,3,South America,Argentina,Subtropical,-27.05,-65.42,1324,18.7,NA,NA,NA,1.5,0.14,5.9,0.568372727,110,Cropland
2732,356,To burn or not to burn: The questration of straw burning and nitrogen fertilization effect on nitrous oxide emission in sugracane,Vera et al. 2017,2017,3,South America,Argentina,Subtropical,-27.05,-65.42,1324,18.7,NA,NA,NA,1.5,0.14,5.9,0.988172727,110,Cropland
2733,356,To burn or not to burn: The questration of straw burning and nitrogen fertilization effect on nitrous oxide emission in sugracane,Vera et al. 2017,2017,3,South America,Argentina,Subtropical,-27.05,-65.42,1324,18.7,NA,NA,NA,1.5,0.14,5.9,0.863081818,110,Cropland
2734,356,To burn or not to burn: The questration of straw burning and nitrogen fertilization effect on nitrous oxide emission in sugracane,Vera et al. 2017,2017,3,South America,Argentina,Subtropical,-27.05,-65.42,1324,18.7,NA,NA,NA,1.5,0.14,5.9,3.328533636,110,Cropland
2735,356,To burn or not to burn: The questration of straw burning and nitrogen fertilization effect on nitrous oxide emission in sugracane,Vera et al. 2017,2017,3,South America,Argentina,Subtropical,-27.05,-65.42,1324,18.7,NA,NA,NA,1.5,0.14,5.9,1.657618182,110,Cropland
2736,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,1.248,50,Cropland
2737,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,-1.59,100,Cropland
2738,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,0.242,50,Cropland
2739,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,0.38,100,Cropland
2740,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,0.474,50,Cropland
2741,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,0.816,50,Cropland
2742,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,0.371,100,Cropland
2743,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,1.262,50,Cropland
2744,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,0.28,50,Cropland
2745,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,0.237,100,Cropland
2746,357,Effect of N dose on soil GHG emissions from a drip-fertigated olive (Olea europaea L.) orchard,Vilarrasa-Nogue,2019,3,Europe,Spain,Temperate,41.53,0.51,333,15.1,24,45,31,1.16,NA,8,-0.934,50,Cropland
2747,358,N2O emissions and nitrogen dynamics of winter rapeseed fertilized with different N forms and a nitrification inhibitor,Vinzent et al.,2018,4,Europe,Germany,Temperate,48.17,11.32,931,8.4,34,51,15,1.15,0.1,6.2,0.590909091,220,Cropland
2748,358,N2O emissions and nitrogen dynamics of winter rapeseed fertilized with different N forms and a nitrification inhibitor,Vinzent et al.,2018,4,Europe,Germany,Temperate,48.17,11.32,931,8.4,34,51,15,1.15,0.1,6.2,0.431818182,220,Cropland
2749,358,N2O emissions and nitrogen dynamics of winter rapeseed fertilized with different N forms and a nitrification inhibitor,Vinzent et al.,2018,4,Europe,Germany,Temperate,48.17,11.32,729,9.5,33,49,18,1.31,0.11,6.6,0.768181818,220,Cropland
2750,358,N2O emissions and nitrogen dynamics of winter rapeseed fertilized with different N forms and a nitrification inhibitor,Vinzent et al.,2018,4,Europe,Germany,Temperate,48.17,11.32,729,9.5,33,49,18,1.31,0.11,6.6,0.363636364,220,Cropland
2751,358,N2O emissions and nitrogen dynamics of winter rapeseed fertilized with different N forms and a nitrification inhibitor,Vinzent et al.,2018,4,Europe,Germany,Temperate,48.17,11.32,914,9.7,34,41,25,1.52,0.13,7.2,0.122727273,220,Cropland
2752,358,N2O emissions and nitrogen dynamics of winter rapeseed fertilized with different N forms and a nitrification inhibitor,Vinzent et al.,2018,4,Europe,Germany,Temperate,48.17,11.32,914,9.7,34,41,25,1.52,0.13,7.2,0.218181818,220,Cropland
2753,359,Soil N2O emissions in Mediterranean arable crops as affected by reduced tillage and N rate,Volpi et al.,2019,4,Europe,Italy,Temperate,43.32,11.80,820,13,42.2,14.8,42.9,0.6438,0.05,7.7,0.141818182,110,Cropland
2754,359,Soil N2O emissions in Mediterranean arable crops as affected by reduced tillage and N rate,Volpi et al.,2019,4,Europe,Italy,Temperate,43.32,11.80,820,13,42.2,14.8,42.9,0.6438,0.05,7.7,0.166470588,170,Cropland
2755,359,Soil N2O emissions in Mediterranean arable crops as affected by reduced tillage and N rate,Volpi et al.,2019,4,Europe,Italy,Temperate,43.32,11.80,820,13,42.2,14.8,42.9,0.6438,0.05,7.7,0.345,80,Cropland
2756,359,Soil N2O emissions in Mediterranean arable crops as affected by reduced tillage and N rate,Volpi et al.,2019,4,Europe,Italy,Temperate,43.32,11.80,820,13,42.2,14.8,42.9,0.6438,0.05,7.7,0.425,140,Cropland
2757,360,Nitrous oxide mitigation potential of reduced tillage and N input in durum wheat in the Mediterranean,Volpi et al.,2018,4,Europe,Italy,Temperate,43.67,10.32,910,15,17.1,47.1,35.7,1.2644,0.15,7.8,0.167272727,110,Cropland
2758,360,Nitrous oxide mitigation potential of reduced tillage and N input in durum wheat in the Mediterranean,Volpi et al.,2018,4,Europe,Italy,Temperate,43.67,10.32,910,15,17.1,47.1,35.7,1.2644,0.15,7.8,0.355882353,170,Cropland
2759,360,Nitrous oxide mitigation potential of reduced tillage and N input in durum wheat in the Mediterranean,Volpi et al.,2018,4,Europe,Italy,Temperate,43.67,10.32,910,15,17.1,47.1,35.7,1.2644,0.15,7.8,0.354545455,110,Cropland
2760,360,Nitrous oxide mitigation potential of reduced tillage and N input in durum wheat in the Mediterranean,Volpi et al.,2018,4,Europe,Italy,Temperate,43.67,10.32,910,15,17.1,47.1,35.7,1.2644,0.15,7.8,0.501764706,170,Cropland
2761,360,Nitrous oxide mitigation potential of reduced tillage and N input in durum wheat in the Mediterranean,Volpi et al.,2018,4,Europe,Italy,Temperate,43.67,10.32,910,15,19.6,46.2,34.2,1.16,0.15,7.9,0.072727273,110,Cropland
2762,360,Nitrous oxide mitigation potential of reduced tillage and N input in durum wheat in the Mediterranean,Volpi et al.,2018,4,Europe,Italy,Temperate,43.67,10.32,910,15,19.6,46.2,34.2,1.16,0.15,7.9,0.104705882,170,Cropland
2763,360,Nitrous oxide mitigation potential of reduced tillage and N input in durum wheat in the Mediterranean,Volpi et al.,2018,4,Europe,Italy,Temperate,43.67,10.32,910,15,19.6,46.2,34.2,1.16,0.15,7.9,0.206363636,110,Cropland
2764,360,Nitrous oxide mitigation potential of reduced tillage and N input in durum wheat in the Mediterranean,Volpi et al.,2018,4,Europe,Italy,Temperate,43.67,10.32,910,15,19.6,46.2,34.2,1.16,0.15,7.9,0.198823529,170,Cropland
2765,361,Fertiliser timing and use of inhibitors to reduce N2O emissions of rainfed wheat in a semi-arid environment,Wallace et al.,2018,3,Oceania,Australia,Temperate,-36.77,142.38,393,14.8,9.3,44.5,46.2,1.1,0.12,7.5,0.2642,50,Cropland
2766,361,Fertiliser timing and use of inhibitors to reduce N2O emissions of rainfed wheat in a semi-arid environment,Wallace et al.,2018,3,Oceania,Australia,Temperate,-36.73,143.00,222,14.8,13.6,45.1,41.2,0.78,0.1,8.1,0.1096,50,Cropland
2767,362,"Effects of urea formulations, application rates and crop residue retention on N2O emissions from sugarcane fields in Australia",Wang et al.,2016,4,Oceania,Australia,Tropical,-21.15,149.12,1665,22.3,74,12,14,1.63,0.07,4.8,1.125,80,Cropland
2768,362,"Effects of urea formulations, application rates and crop residue retention on N2O emissions from sugarcane fields in Australia",Wang et al.,2016,4,Oceania,Australia,Tropical,-21.15,149.12,1665,22.3,74,12,14,1.63,0.07,4.8,1.1875,160,Cropland
2769,362,"Effects of urea formulations, application rates and crop residue retention on N2O emissions from sugarcane fields in Australia",Wang et al.,2016,4,Oceania,Australia,Tropical,-21.15,149.12,1665,22.3,74,12,14,1.63,0.07,4.8,2.75,80,Cropland
2770,363,Greenhouse Gas Emissions from the Tibetan Alpine Grassland: Effects of Nitrogen and Phosphorus Addition,Wang et al.,2018,3,Asia,China,Temperate,37.62,101.20,643,-1.7,NA,NA,NA,7.24,0.84,7.5,1.5659,100,Grassland
