County_Num,County_Full,State_1,MostCom_Crop_Count,Crop,County,Average_Rec,Max_Rec,Notes and URL,Time_Checked,OBJECTID,FID_1,COUNT,AREA,MeanDeltaTimesTen,RF_minus_avg_rec_mean,STDDeltaTimesTen,RF_minus_avg_rec_STD,MEANRFtimesTen,MeanRF,STDRFtimesTen,STDRF,Total_Sum,Sum_Under_Average,Percentage_Under_Average,Hectares_Under,Acres_Under,Total_Sum,Sum_Under_Max,Percentage_Under_Max,Hectares_Under,Acres_Under
3024,Morgan County,West Virginia,32091,Other Hay/Non Alfalfa,Morgan,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2983,3024,73035,65731500,-9.029602245,-0.902960225,2.48871761,0.248871761,50.97039775,5.097039775,2.48871761,0.248871761,73035,73035,100,6573.15,16242.59302,73035,73035,100,6573.15,16242.59302
3025,Nicholas County,West Virginia,75700,Other Hay/Non Alfalfa,Nicholas,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2984,3025,110187,99168300,-9.36687631,-0.936687631,2.494027143,0.249402714,50.63312369,5.063312369,2.494027143,0.249402714,110187,110187,100,9916.83,24504.99894,110187,110187,100,9916.83,24504.99894
3026,Ohio County,West Virginia,33146,Other Hay/Non Alfalfa,Ohio,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2985,3026,56836,51152400,-7.8246182,-0.78246182,2.38958358,0.238958358,52.1753818,5.21753818,2.38958358,0.238958358,56836,56836,100,5115.24,12640.02214,56836,56836,100,5115.24,12640.02214
3027,Pendleton County,West Virginia,110351,Other Hay/Non Alfalfa,Pendleton,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2986,3027,264880,238392000,-11.14782166,-1.114782166,1.865122268,0.186512227,48.85217834,4.885217834,1.865122268,0.186512227,264880,264880,100,23839.2,58907.89402,264880,264880,100,23839.2,58907.89402
3028,Pleasants County,West Virginia,4769,Other Hay/Non Alfalfa,Pleasants,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2987,3028,26804,24123600,-8.589837338,-0.858983734,3.516958891,0.351695889,51.41016266,5.141016266,3.516958891,0.351695889,26804,26804,100,2412.36,5961.06611,26804,26804,100,2412.36,5961.06611
3029,Pocahontas County,West Virginia,90335,Other Hay/Non Alfalfa,Pocahontas,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2988,3029,173761,156384900,-11.2364282,-1.12364282,1.870400372,0.187040037,48.7635718,4.87635718,1.870400372,0.187040037,173761,173761,100,15638.49,38643.51621,173761,173761,100,15638.49,38643.51621
3030,Preston County,West Virginia,97592,Other Hay/Non Alfalfa,Preston,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2989,3030,328399,295559100,-9.458384465,-0.945838447,2.648361492,0.264836149,50.54161553,5.054161553,2.648361492,0.264836149,328399,328399,100,29555.91,73034.17958,328399,328399,100,29555.91,73034.17958
3031,Putnam County,West Virginia,67783,Other Hay/Non Alfalfa,Putnam,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2990,3031,97321,87588900,-6.11992273,-0.611992273,1.578221108,0.157822111,53.88007727,5.388007727,1.578221108,0.157822111,97321,97321,100,8758.89,21643.66941,97321,97321,100,8758.89,21643.66941
3032,Raleigh County,West Virginia,43846,Other Hay/Non Alfalfa,Raleigh,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2991,3032,78998,71098200,-10.04992531,-1.004992531,2.365742552,0.236574255,49.95007469,4.995007469,2.365742552,0.236574255,78998,78998,100,7109.82,17568.7323,78998,78998,100,7109.82,17568.7323
3033,Randolph County,West Virginia,31711,Other Hay/Non Alfalfa,Randolph,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2992,3033,153777,138399300,-11.89787159,-1.189787159,2.602308205,0.260230821,48.10212841,4.810212841,2.602308205,0.260230821,153777,153777,100,13839.93,34199.18159,153777,153777,100,13839.93,34199.18159
3034,Ritchie County,West Virginia,26600,Other Hay/Non Alfalfa,Ritchie,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2993,3034,101063,90956700,-9.424180956,-0.942418096,1.880115048,0.188011505,50.57581904,5.057581904,1.880115048,0.188011505,101063,101063,100,9095.67,22475.87018,101063,101063,100,9095.67,22475.87018
3035,Roane County,West Virginia,94159,Other Hay/Non Alfalfa,Roane,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2994,3035,125594,113034600,-6.528759336,-0.652875934,1.906697954,0.190669795,53.47124066,5.347124066,1.906697954,0.190669795,125594,125594,100,11303.46,27931.43326,125594,125594,100,11303.46,27931.43326
3036,Summers County,West Virginia,73192,Other Hay/Non Alfalfa,Summers,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2995,3036,118893,107003700,-9.350121538,-0.935012154,1.332112636,0.133211264,50.64987846,5.064987846,1.332112636,0.133211264,118893,118893,100,10700.37,26441.16673,118893,118893,100,10700.37,26441.16673
3037,Taylor County,West Virginia,35721,Other Hay/Non Alfalfa,Taylor,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2996,3037,95834,86250600,-6.507106038,-0.650710604,2.610245603,0.26102456,53.49289396,5.349289396,2.610245603,0.26102456,95834,95834,100,8625.06,21312.96857,95834,95834,100,8625.06,21312.96857
3038,Tucker County,West Virginia,9958,Other Hay/Non Alfalfa,Tucker,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2997,3038,44489,40040100,-12.9453348,-1.29453348,2.911226939,0.291122694,47.0546652,4.70546652,2.911226939,0.291122694,44489,44489,100,4004.01,9894.115437,44489,44489,100,4004.01,9894.115437
3039,Tyler County,West Virginia,24161,Other Hay/Non Alfalfa,Tyler,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2998,3039,70415,63373500,-9.753390613,-0.975339061,1.099525296,0.10995253,50.24660939,5.024660939,1.099525296,0.10995253,70415,70415,100,6337.35,15659.91905,70415,70415,100,6337.35,15659.91905
3040,Upshur County,West Virginia,14115,Other Hay/Non Alfalfa,Upshur,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",2999,3040,133599,120239100,-5.73447406,-0.573447406,2.620568115,0.262056812,54.26552594,5.426552594,2.620568115,0.262056812,133599,121756,91.13541269,10958.04,27077.8826,133599,133599,100,12023.91,29711.70241
3041,Wayne County,West Virginia,16449,Other Hay/Non Alfalfa,Wayne,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",3000,3041,48206,43385400,-7.234161723,-0.723416172,1.470694397,0.14706944,52.76583828,5.276583828,1.470694397,0.14706944,48206,48206,100,4338.54,10720.75634,48206,48206,100,4338.54,10720.75634
3042,Webster County,West Virginia,10987,Other Hay/Non Alfalfa,Webster,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",3001,3042,20743,18668700,-11.61196548,-1.161196548,1.312769054,0.131276905,48.38803452,4.838803452,1.312769054,0.131276905,20743,20743,100,1866.87,4613.132157,20743,20743,100,1866.87,4613.132157
3043,Wetzel County,West Virginia,18852,Other Hay/Non Alfalfa,Wetzel,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",3002,3043,36384,32745600,-9.170761873,-0.917076187,1.588786637,0.158878664,50.82923813,5.082923813,1.588786637,0.158878664,36384,36384,100,3274.56,8091.606826,36384,36384,100,3274.56,8091.606826
3044,Wirt County,West Virginia,18155,Other Hay/Non Alfalfa,Wirt,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",3003,3044,65564,59007600,-5.141312306,-0.514131231,1.60792064,0.160792064,54.85868769,5.485868769,1.60792064,0.160792064,65564,65564,100,5900.76,14581.08262,65564,65564,100,5900.76,14581.08262
3045,Wood County,West Virginia,16627,Other Hay/Non Alfalfa,Wood,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",3004,3045,154159,138743100,-3.951971666,-0.395197167,1.63791489,0.163791489,56.04802833,5.604802833,1.63791489,0.163791489,154159,154159,100,13874.31,34284.13634,154159,154159,100,13874.31,34284.13634
3046,Wyoming County,West Virginia,3729,Other Hay/Non Alfalfa,Wyoming,6,6.2,"pH recommendations for timothy, fescue, and orchardgrass: https://extension.wvu.edu/files/d/6a116f8f-955c-41d1-9cbf-d2d9c1bda919/crop-fertilizer-recommendations.pdf ","""September 2024""",3005,3046,8872,7984800,-11.20401262,-1.120401262,1.620315164,0.162031516,48.79598738,4.879598738,1.620315164,0.162031516,8872,8872,100,798.48,1973.085306,8872,8872,100,798.48,1973.085306
3047,Adams County,Wisconsin,143938,Corn,Adams,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3006,3047,499534,449580600,-1.164179015,-0.116417901,2.632665569,0.263266557,56.83582099,5.683582099,2.632665569,0.263266557,499534,239370,47.91866019,21543.3,53234.60658,499534,434693,87.01970236,39122.37,96673.39616
3048,Ashland County,Wisconsin,25530,Other Hay/Non Alfalfa,Ashland,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3007,3048,170599,153539100,-5.767091249,-0.576709125,2.236304685,0.223630469,52.23290875,5.223290875,2.236304685,0.223630469,170599,170599,100,15353.91,37940.30433,170599,170599,100,15353.91,37940.30433
3049,Barron County,Wisconsin,418475,Corn,Barron,6,6,"County has no/almost entirely no organic soil, so average is the same as max rec (rec for mineral soil). https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf","""September 2024""",3008,3049,1220095,1098085500,-2.523804294,-0.252380429,2.995378958,0.299537896,57.47619571,5.747619571,2.995378958,0.299537896,1220095,812978,66.6323524,73168.02,180801.9551,1220095,812978,66.6323524,73168.02,180801.9551
3050,Bayfield County,Wisconsin,42723,Other Hay/Non Alfalfa,Bayfield,5.8,6,Recommendation for hay on mineral and organic soils averaged; unweighted average of the two recommendations https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3009,3050,292606,263345400,-5.400436081,-0.540043608,1.508235827,0.150823583,52.59956392,5.259956392,1.508235827,0.150823583,292606,289528,98.94807352,26057.52,64389.47727,292606,289528,98.94807352,26057.52,64389.47727
3051,Brown County,Wisconsin,328839,Corn,Brown,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3010,3051,830174,747156600,5.164781118,0.516478112,1.938322994,0.193832299,63.16478112,6.316478112,1.938322994,0.193832299,830174,3189,0.384136338,287.01,709.2165284,830174,3189,0.384136338,287.01,709.2165284
3052,Buffalo County,Wisconsin,325229,Corn,Buffalo,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3011,3052,821132,739018800,1.351500124,0.135150012,1.825548594,0.182554859,59.35150012,5.935150012,1.825548594,0.182554859,821132,84164,10.24975278,7574.76,18717.62305,821132,401404,48.88422324,36126.36,89270.10077
3053,Burnett County,Wisconsin,69379,Corn,Burnett,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3012,3053,308053,277247700,-4.797187497,-0.47971875,2.863592147,0.286359215,53.2028125,5.32028125,2.863592147,0.286359215,308053,307552,99.83736565,27679.68,68397.91838,308053,308053,100,27724.77,68509.3381
3054,Calumet County,Wisconsin,244125,Corn,Calumet,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3013,3054,638414,574572600,5.283898849,0.528389885,2.32129536,0.232129536,63.28389885,6.328389885,2.32129536,0.232129536,638414,0,0,0,0,638414,0,0,0,0
3055,Chippewa County,Wisconsin,470685,Corn,Chippewa,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3014,3055,1290577,1161519300,-1.141939613,-0.114193961,2.948184801,0.29481848,56.85806039,5.685806039,2.948184801,0.29481848,1290577,615655,47.70385649,55408.95,136918.3762,1290577,1044381,80.92357139,93994.29,232264.7435
3056,Clark County,Wisconsin,549796,Corn,Clark,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3015,3056,1599932,1439938800,2.180235785,0.218023579,2.796430433,0.279643043,60.18023579,6.018023579,2.796430433,0.279643043,1599932,177832,11.11497239,16004.88,39548.88481,1599932,401181,25.07487818,36106.29,89220.50676
3057,Columbia County,Wisconsin,611550,Corn,Columbia,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3016,3057,1266959,1140263100,4.064496168,0.406449617,2.058310482,0.205831048,62.06449617,6.206449617,2.058310482,0.205831048,1266959,4245,0.335054252,382.05,944.0652753,1266959,102916,8.123072649,9262.44,22887.96746
3058,Crawford County,Wisconsin,132756,Corn,Crawford,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3017,3058,576256,518630400,1.659626971,0.165962697,0.90755863,0.090755863,59.65962697,5.965962697,0.90755863,0.090755863,576256,0,0,0,0,576256,216628,37.59232008,19496.52,48176.90753
3059,Dane County,Wisconsin,872160,Corn,Dane,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3018,3059,2022443,1820198700,6.857073846,0.685707385,1.45820537,0.145820537,64.85707385,6.485707385,1.45820537,0.145820537,2022443,0,0,0,0,2022443,3924,0.194022773,353.16,872.6765937
3060,Dodge County,Wisconsin,714015,Corn,Dodge,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3019,3060,1686806,1518125400,7.241520957,0.724152096,1.2703305,0.12703305,65.24152096,6.524152096,1.2703305,0.12703305,1686806,0,0,0,0,1686806,0,0,0,0
3061,Door County,Wisconsin,149776,Corn,Door,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3020,3061,580606,522545400,-0.462254954,-0.046225495,2.372541621,0.237254162,57.53774505,5.753774505,2.372541621,0.237254162,580606,202276,34.8387719,18204.84,44985.09956,580606,510388,87.90608433,45934.92,113507.5589
3062,Douglas County,Wisconsin,14336,Other Hay/Non Alfalfa,Douglas,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3021,3062,225322,202789800,-5.00190838,-0.500190838,1.829454656,0.182945466,52.99809162,5.299809162,1.829454656,0.182945466,225322,218145,96.81478063,19633.05,48514.28021,225322,225322,100,20278.98,50110.40659
3063,Dunn County,Wisconsin,499160,Corn,Dunn,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3022,3063,1277285,1149556500,0.414412602,0.04144126,2.807541364,0.280754136,58.4144126,5.84144126,2.807541364,0.280754136,1277285,393972,30.84448655,35457.48,87617.26375,1277285,900367,70.49068924,81033.03,200236.8009
3064,Eau Claire County,Wisconsin,235139,Corn,Eau Claire,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3023,3064,722153,649937700,1.753059255,0.175305925,2.231184995,0.2231185,59.75305925,5.975305925,2.231184995,0.2231185,722153,128950,17.85632684,11605.5,28677.78969,722153,329067,45.56749055,29616.03,73182.73921
3065,Florence County,Wisconsin,6788,Alfalfa,Florence,6.8,6.8,Based on soil type https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3024,3065,52842,47557800,-14.87725673,-1.487725673,1.284159217,0.128415922,53.12274327,5.312274327,1.284159217,0.128415922,52842,52842,100,4755.78,11751.77792,52842,52842,100,4755.78,11751.77792
3066,Fond du Lac County,Wisconsin,544746,Corn,Fond du Lac,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3025,3066,1379815,1241833500,7.543161946,0.754316195,1.362191462,0.136219146,65.54316195,6.554316195,1.362191462,0.136219146,1379815,0,0,0,0,1379815,0,0,0,0
3067,Forest County,Wisconsin,10901,Other Hay/Non Alfalfa,Forest,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3026,3067,62882,56593800,-6.69336217,-0.669336217,2.122318698,0.21223187,51.30663783,5.130663783,2.122318698,0.21223187,62882,62882,100,5659.38,13984.62017,62882,62882,100,5659.38,13984.62017
3068,Grant County,Wisconsin,620626,Corn,Grant,6,6,"County has no/almost entirely no organic soil, so average is the same as max rec (rec for mineral soil).  6.8	6.8	Based on soil type https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf","""September 2024""",3027,3068,2055037,1849533300,4.780283275,0.478028327,2.729784576,0.272978458,64.78028327,6.478028327,2.729784576,0.272978458,2055037,128135,6.235167542,11532.15,28496.53806,2055037,128135,6.235167542,11532.15,28496.53806
3069,Green County,Wisconsin,499905,Corn,Green,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3028,3069,1300479,1170431100,7.135476236,0.713547624,1.552831223,0.155283122,65.13547624,6.513547624,1.552831223,0.155283122,1300479,0,0,0,0,1300479,0,0,0,0
3070,Green Lake County,Wisconsin,247911,Corn,Green Lake,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs),"""September 2024""",3029,3070,548586,493727400,4.82230498,0.482230498,3.012692248,0.301269225,62.82230498,6.282230498,3.012692248,0.301269225,548586,0,0,0,0,548586,104526,19.05371264,9407.34,23246.02284
3071,Iowa County,Wisconsin,330568,Corn,Iowa,6,6,"County has no/almost entirely no organic soil, so average is the same as max rec (rec for mineral soil).  6.8	6.8	Based on soil type https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf","""September 2024""",3030,3071,1292595,1163335500,3.447465757,0.344746576,3.053193375,0.305319337,63.44746576,6.344746576,3.053193375,0.305319337,1292595,149389,11.55729366,13445.01,33223.31388,1292595,149389,11.55729366,13445.01,33223.31388
3072,Iron County,Wisconsin,6298,Other Hay/Non Alfalfa,Iron,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs) https://walworth.extension.wisc.edu/files/2018/11/Nutrient-Application-Guidelines-for-Field-Vegetable-Fruit-Crops-in-WI-A2809.pdf,"""September 2024""",3031,3072,32912,29620800,-7.531569033,-0.753156903,0.747610026,0.074761003,50.46843097,5.046843097,0.747610026,0.074761003,32912,32912,100,2962.08,7319.452613,32912,32912,100,2962.08,7319.452613
3073,Jackson County,Wisconsin,245535,Corn,Jackson,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs),"""September 2024""",3032,3073,682484,614235600,-0.052675228,-0.005267523,2.375827178,0.237582718,57.94732477,5.794732477,2.375827178,0.237582718,682484,332029,48.65007824,29882.61,73841.47215,682484,410242,60.11012712,36921.78,91235.62466
3074,Jefferson County,Wisconsin,421106,Corn,Jefferson,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs),"""September 2024""",3033,3074,975147,877632300,7.626416325,0.762641632,0.974283329,0.097428333,65.62641632,6.562641632,0.974283329,0.097428333,975147,0,0,0,0,975147,0,0,0,0
3075,Juneau County,Wisconsin,183387,Corn,Juneau,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs),"""September 2024""",3034,3075,574566,517109400,1.799117943,0.179911794,2.743281532,0.274328153,59.79911794,5.979911794,2.743281532,0.274328153,574566,132543,23.06836812,11928.87,29476.85366,574566,164629,28.65275704,14816.61,36612.60829
3076,Kenosha County,Wisconsin,135359,Corn,Kenosha,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs),"""September 2024""",3035,3076,384631,346167900,8.369263008,0.836926301,1.353582694,0.135358269,66.36926301,6.636926301,1.353582694,0.135358269,384631,0,0,0,0,384631,0,0,0,0
3077,Kewaunee County,Wisconsin,261057,Corn,Kewaunee,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs),"""September 2024""",3036,3077,678393,610553700,4.457469343,0.445746934,2.282901352,0.228290135,62.45746934,6.245746934,2.282901352,0.228290135,678393,66703,9.83250122,6003.27,14834.39012,678393,67791,9.992880233,6101.19,15076.3555
3078,La Crosse County,Wisconsin,133820,Corn,La Crosse,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs),"""September 2024""",3037,3078,435806,392225400,2.203902654,0.220390265,2.081590015,0.208159001,60.20390265,6.020390265,2.081590015,0.208159001,435806,52552,12.05857652,4729.68,11687.28347,435806,163333,37.4783734,14699.97,36324.38483
3079,Lafayette County,Wisconsin,599532,Corn,Lafayette,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs),"""September 2024""",3038,3079,1500248,1350223200,7.601990471,0.760199047,1.704100966,0.170410097,65.60199047,6.560199047,1.704100966,0.170410097,1500248,0,0,0,0,1500248,0,0,0,0
3080,Langlade County,Wisconsin,81332,Corn,Langlade,5.8,6,Mix of organic soil and mineral soil (assumed 50:50 split for all counties/unweighted average of the two recs),"""September 2024""",3039,3080,425757,383181300,-4.862041023,-0.486204102,3.448848921,0.344884892,53.13795898,5.313795898,3.448848921,0.344884892,425757,383309,90.02999363,34497.81,85245.86964,425757,425757,100,38318.13,94686.0776
